IPR	description	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
IPR017947	Aryldialkylphosphatase, zinc-binding site	1	5	1	2	4	6	6	7	15	2	4	9	11	6	1	0	6	3	2	20	6	4	3	8
IPR017948	Transforming growth factor beta, conserved site	0	2	3	2	0	0	3	2	0	2	0	2	2	2	1	0	1	0	1	2	1	1	0	0
IPR017949	Thaumatin, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR017950	Urease active site	46	56	262	38	44	66	104	80	43	40	52	58	135	49	29	209	50	144	116	140	97	89	26	93
IPR017953	Carbohydrate kinase, predicted, conserved site	166	223	319	138	105	178	150	250	179	112	136	190	308	186	86	307	111	304	243	353	229	194	83	244
IPR017956	AT hook, DNA-binding motif	33	52	45	58	66	84	73	59	54	58	80	74	56	37	53	37	44	201	176	31	56	66	54	74
IPR017957	P-type trefoil, conserved site	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1
IPR017958	Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site	703	385	353	209	218	259	402	441	379	199	191	410	507	797	263	349	187	403	306	591	256	455	309	287
IPR017961	DNA polymerase, Y-family, little finger domain	801	1011	1194	567	488	773	745	1060	639	454	679	787	1241	874	438	1033	522	1126	1028	1381	839	882	502	919
IPR017964	DNA-directed DNA polymerase, family B, conserved site	30	52	56	43	44	73	72	69	53	49	71	65	26	38	84	51	46	22	15	25	92	71	68	85
IPR017967	HMG box A DNA-binding domain, conserved site	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2
IPR017968	Acylphosphatase, conserved site	70	117	39	83	28	85	96	116	121	54	82	126	216	89	67	32	68	282	225	279	86	97	56	132
IPR017969	Heavy-metal-associated, conserved site	331	328	253	147	165	254	268	358	250	134	204	306	410	385	154	250	151	422	314	511	266	276	179	288
IPR017970	Homeobox, conserved site	4	5	7	3	0	4	2	7	2	3	2	4	6	7	2	3	2	129	136	8	7	1	9	1
IPR017972	Cytochrome P450, conserved site	235	389	620	187	273	388	404	422	459	214	352	581	873	281	192	574	163	263	248	1034	378	374	201	433
IPR017974	Claudin, conserved site	0	1	11	4	3	2	3	1	1	1	3	1	3	1	0	3	2	1	2	6	0	4	0	1
IPR017975	Tubulin, conserved site	141	140	152	69	69	53	158	146	63	53	54	107	104	158	50	150	68	90	87	139	157	196	75	152
IPR017978	GPCR family 3, C-terminal	1	8	1	0	1	1	3	5	3	2	3	1	7	0	6	1	6	0	1	14	6	4	2	2
IPR017979	GPCR, family 3, conserved site	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IPR017983	GPCR, family 2, secretin-like, conserved site	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	1
IPR017984	Chromo domain subgroup	0	2	1	2	1	2	3	2	1	2	1	0	1	0	0	3	2	2	0	1	0	2	2	4
IPR017985	DNA methylase, N-4 cytosine-specific, conserved site	1003	1314	1231	3369	2822	1774	1518	1327	1698	2742	1519	1846	358	1104	2226	1271	3117	677	645	430	1128	1823	2389	1286
IPR017987	Wilm's tumour protein	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1
IPR017988	Ribosome-inactivating protein conserved site	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
IPR017990	Connexin, conserved site	1	2	2	0	2	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1
IPR017993	Atrophin-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR017994	P-type trefoil, chordata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR017996	Major royal jelly protein/protein yellow	0	4	2	8	8	6	6	7	6	3	3	7	3	2	3	0	8	2	3	6	1	11	2	2
IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)	1016	782	644	565	427	562	738	904	665	442	503	700	657	1052	481	530	507	526	485	788	748	778	478	797
IPR018000	Neurotransmitter-gated ion-channel, conserved site	2	1	1	1	0	2	0	1	0	0	2	0	4	0	7	1	2	0	1	5	0	1	3	1
IPR018003	Insecticidal toxin complex/plasmid virulence protein	1	1	0	0	0	0	2	0	0	0	0	1	2	1	2	0	1	2	0	1	1	1	1	0
IPR018004	KilA, N-terminal/APSES-type HTH, DNA-binding	155	197	306	251	297	291	166	189	211	257	264	204	255	165	358	279	232	402	319	293	357	183	411	369
IPR018006	Flagellar FliJ, proteobacteria	0	1	0	1	2	0	1	0	1	2	0	0	0	1	0	1	1	3	2	1	0	1	0	0
IPR018013	Nucleoside-specific channel-forming protein, Tsx-like	73	77	45	67	51	91	87	78	74	38	89	76	390	86	73	47	54	178	146	431	123	74	84	133
IPR018016	Nucleoside phosphorylase, conserved site	23	25	17	30	6	43	46	37	30	19	32	53	57	24	10	9	30	32	23	46	54	39	17	48
IPR018020	Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	190	284	1046	139	232	254	245	284	225	215	230	233	557	216	129	987	142	469	444	637	394	282	119	444
IPR018022	tRNA dimethylallyltransferase	2625	2024	1920	991	901	1258	1780	2209	1522	852	1186	1672	2190	2808	1066	1836	948	2140	1935	2618	1464	1962	1217	1617
IPR018023	Ribosome maturation protein SBDS, conserved site	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
IPR018027	Asn/Gln amidotransferase	1990	1240	1503	563	650	897	1130	1290	1128	603	807	1210	1471	2052	803	1405	543	1411	1248	1661	971	1241	805	1057
IPR018028	Catalase, mono-functional, haem-containing	81	157	69	101	54	169	124	152	93	43	165	101	200	69	71	66	109	162	161	216	175	179	74	199
IPR018030	Fimbrial membrane usher, conserved site	5	12	5	35	5	5	6	8	2	5	5	5	2	6	5	2	23	5	6	4	6	7	7	9
IPR018034	KRR1 interacting protein 1	0	2	0	0	0	0	2	3	0	0	0	1	2	0	0	0	1	0	1	3	4	2	0	0
IPR018035	Flagellar assembly protein FliH/Type III secretion system HrpE	100	126	65	103	86	120	113	125	146	75	117	170	349	115	62	51	84	163	131	395	151	113	86	164
IPR018038	Ribosomal protein L30, conserved site	7	14	12	8	15	13	11	12	14	7	8	21	23	9	12	8	10	15	22	42	16	10	18	21
IPR018039	Intermediate filament protein, conserved site	2	2	6	2	2	6	1	2	0	4	4	4	4	3	1	6	4	3	2	7	8	1	1	8
IPR018040	Pectinesterase, Tyr active site	3	2	1	3	1	6	1	1	0	3	5	1	4	1	3	1	0	3	0	0	0	0	1	1
IPR018042	Aspartate kinase, conserved site	168	262	364	176	119	187	224	235	183	127	153	186	296	177	114	329	174	252	255	338	258	188	116	248
IPR018043	Sodium:galactoside symporter, conserved site	2	13	4	16	5	17	16	26	8	3	5	6	12	5	9	6	19	15	15	18	22	21	6	28
IPR018044	Peptidase S11, D-alanyl-D-alanine carboxypeptidase A	243	199	279	115	90	126	129	174	137	77	115	176	234	309	91	236	107	212	175	275	133	148	104	165
IPR018045	Sulphate anion transporter, conserved site	11	22	4	12	11	14	14	24	15	15	17	14	16	16	9	5	13	5	7	24	29	5	13	32
IPR018046	Pili assembly chaperone, conserved site	3	2	0	17	0	4	5	6	1	2	5	3	0	4	2	2	14	1	12	2	3	2	3	7
IPR018047	Ammonium transporter, conserved site	174	223	491	129	154	164	188	259	162	93	128	191	329	158	69	460	126	480	431	358	252	186	87	294
IPR018049	Interleukin-7/Interleukin-9, conserved site	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
IPR018050	Phosphomannose isomerase, type I, conserved site	6	6	5	9	9	18	8	12	23	10	24	11	16	12	5	3	14	9	7	11	11	6	9	21
IPR018051	Surfactant-associated polypeptide, palmitoylation site	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IPR018052	Aldose 1-epimerase, conserved site	32	56	7	31	22	43	20	43	18	19	26	18	25	22	16	8	30	47	31	25	27	36	22	50
IPR018053	Glycoside hydrolase, family 32, active site	24	27	9	24	15	16	16	22	15	20	28	16	29	20	14	6	26	54	22	34	47	17	7	30
IPR018054	Chromogranin, conserved site	1	4	3	1	2	3	2	4	0	3	1	2	5	0	1	0	2	1	0	3	3	2	2	1
IPR018056	Kringle, conserved site	1	1	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	1	0
IPR018060	DNA binding HTH domain, AraC-type	1427	2161	2871	1522	1239	2003	1410	2319	1363	1072	1733	1521	3149	1589	941	2640	1384	2763	2418	3650	2370	1647	1154	2640
IPR018061	Retropepsins	4	5	5	2	6	8	3	5	8	0	5	7	9	6	7	6	7	2	1	5	8	3	8	7
IPR018062	HTH domain AraC-type, conserved site	72	125	166	76	69	112	82	125	78	68	96	82	168	122	38	171	82	156	116	203	119	105	76	132
IPR018063	SAM-dependent methyltransferase RsmI, conserved site	393	316	312	137	139	155	223	321	225	130	163	264	263	436	186	287	141	364	331	287	220	219	208	234
IPR018065	Ribosomal protein L34e, conserved site	1	2	3	0	0	2	0	2	0	0	4	0	1	1	0	7	2	0	0	1	3	4	0	1
IPR018066	Tubby, C-terminal, conserved site	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
IPR018067	Protein phosphatase 2A regulatory subunit PR55, conserved site	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	1
IPR018070	Neuromedin U, amidation site	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR018073	Proteinase inhibitor I25, cystatin, conserved site	6	11	15	10	3	5	13	9	5	5	7	12	18	7	3	17	8	12	15	20	27	9	1	45
IPR018074	Ubiquitin-activating enzyme E1, conserved site	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR018076	Type II secretion system F domain	5626	3369	3964	1664	1849	2250	3630	3763	3044	1593	1957	3395	4518	6116	2030	3439	1462	4790	4237	5274	2641	4049	2326	2930
IPR018078	DNA-binding, RecF, conserved site	248	244	67	123	149	198	251	316	163	109	158	184	220	274	118	75	108	153	125	297	206	295	135	208
IPR018079	Ribosomal protein S4, conserved site	368	213	268	90	128	150	203	264	169	121	123	215	208	393	161	232	117	284	259	221	195	213	170	214
IPR018080	Band 7/stomatin-like, conserved site	21	32	12	25	15	20	19	36	29	10	15	29	27	27	9	10	17	25	17	45	47	29	18	49
IPR018081	Anaphylatoxin, complement system	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	1	1	0	0	0
IPR018082	AmbAllergen	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0
IPR018083	Sterol reductase, conserved site	5	7	3	1	3	2	5	9	1	3	2	1	11	4	4	3	0	1	1	17	3	5	4	2
IPR018084	Hok/gef cell toxic protein, conserved site	0	2	0	12	0	2	0	0	0	0	0	0	0	4	0	0	6	1	0	0	0	0	1	0
IPR018085	Uracil-DNA glycosylase, active site	286	377	175	193	124	171	274	409	177	96	150	220	216	345	150	132	169	240	215	267	298	328	138	317
IPR018086	NADH:ubiquinone oxidoreductase, subunit 1, conserved site	261	410	593	238	251	305	282	474	245	196	322	305	598	285	169	539	254	486	395	644	353	297	210	449
IPR018087	Glycoside hydrolase, family 5, conserved site	72	93	66	49	82	58	46	117	68	71	50	92	96	80	31	49	47	102	109	148	42	49	36	54
IPR018088	Chalcone/stilbene synthase, active site	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0
IPR018089	Orotidine 5'-phosphate decarboxylase, active site	194	232	367	111	111	128	213	186	179	97	117	212	296	231	90	332	109	291	298	344	240	219	117	217
IPR018091	Phosphoenolpyruvate carboxykinase, GTP-utilising, conserved site	104	170	373	108	98	118	169	230	159	91	108	183	237	151	77	336	78	251	233	271	199	170	82	222
IPR018093	BCCT transporter, conserved site	10	31	5	20	21	10	27	42	11	20	6	16	11	6	4	2	12	20	13	17	45	19	11	43
IPR018095	Thymidylate kinase, conserved site	164	159	90	162	82	128	125	165	168	68	127	169	166	200	66	102	150	60	73	175	126	123	86	114
IPR018096	Interleukin-4/interleukin-13, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR018097	EGF-like calcium-binding, conserved site	27	19	14	16	22	11	9	20	13	12	6	12	55	33	13	19	13	14	8	84	33	16	25	63
IPR018098	Ribosomal S24e conserved site	0	3	4	0	1	3	4	0	1	0	1	0	0	2	3	2	1	2	1	4	8	3	0	14
IPR018099	Purine phosphorylase, family 2, conserved site	10	5	4	11	7	14	10	13	10	7	11	9	20	12	9	6	2	9	8	21	11	11	8	18
IPR018101	Translation elongation factor Ts, conserved site	524	514	482	276	204	337	513	502	403	198	306	442	492	663	291	404	283	577	511	615	406	526	284	446
IPR018102	Ribosomal S11, conserved site	374	236	211	89	84	109	202	245	192	100	128	180	271	330	123	215	112	172	170	262	187	213	127	178
IPR018103	Translationally controlled tumour protein, conserved site	0	0	3	0	4	1	0	0	1	1	1	0	0	1	1	2	0	0	0	1	6	0	2	3
IPR018104	Translation initiation factor 1A (eIF-1A), conserved site	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	1	2	0	1	0	0
IPR018105	Translationally controlled tumour protein	3	8	11	4	12	11	8	8	4	9	8	5	4	2	5	11	2	9	8	12	39	9	7	33
IPR018106	CAP, conserved site, N-terminal	8	7	1	7	2	6	2	2	1	1	6	1	3	15	4	2	6	1	6	7	1	4	7	3
IPR018107	Sodium:dicarboxylate symporter, conserved site	66	89	364	63	59	80	51	94	66	59	62	68	166	59	44	317	39	186	159	233	108	92	34	116
IPR018108	Mitochondrial substrate/solute carrier	108	418	358	265	109	161	370	437	169	97	172	211	383	140	133	330	245	308	299	409	869	473	155	1014
IPR018109	Folylpolyglutamate synthetase, conserved site	402	360	509	221	231	274	362	461	322	206	240	363	380	418	173	467	184	531	452	476	315	387	187	275
IPR018110	Mandelate racemase/muconate lactonizing enzyme, conserved site	47	88	151	47	43	63	76	105	56	38	62	67	139	59	53	114	43	69	71	184	77	57	34	71
IPR018113	Phosphotransferase system EIIB, cysteine phosphorylation site	43	182	55	195	58	65	209	189	104	53	101	123	26	48	57	46	169	124	101	48	167	231	48	174
IPR018114	Serine proteases, trypsin family, histidine active site	45	38	18	20	17	14	25	48	21	14	11	32	48	28	5	12	24	54	42	62	11	18	9	30
IPR018116	Somatotropin hormone, conserved site	2	7	2	4	1	1	6	4	1	1	3	0	1	3	1	4	1	4	1	2	4	3	5	7
IPR018117	DNA methylase, C-5 cytosine-specific, active site	1350	1039	1316	2827	2741	2240	1490	1075	1709	2520	2041	1788	397	1494	1953	1274	2673	1019	904	391	1056	1697	2168	1222
IPR018119	Strictosidine synthase, conserved region	33	50	14	35	18	29	52	76	52	23	34	63	59	33	24	14	38	39	35	49	61	56	20	110
IPR018120	Glycoside hydrolase family 1, active site	58	51	23	61	59	58	42	55	42	43	46	32	48	82	32	12	67	53	46	68	48	54	44	56
IPR018121	Seven-in-absentia protein, TRAF-like domain	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0
IPR018122	Fork head domain conserved site1	0	3	0	0	0	0	1	3	1	0	0	0	0	0	4	0	0	1	0	2	0	1	1	0
IPR018124	Calreticulin/calnexin, conserved site	0	4	4	1	4	2	2	4	1	1	1	0	3	1	3	3	1	3	0	5	6	0	2	3
IPR018126	Small acid-soluble spore protein, alpha/beta-type, conserved site	10	9	1	7	11	6	4	8	4	7	11	7	4	11	7	4	7	14	16	11	5	2	1	9
IPR018129	Phosphoenolpyruvate carboxylase, Lys active site	83	110	287	67	74	48	74	128	61	66	41	93	178	67	31	262	44	270	243	187	179	78	40	189
IPR018130	Ribosomal protein S2, conserved site	600	476	346	250	287	305	423	505	309	256	286	364	498	715	284	391	190	409	368	567	310	468	327	361
IPR018134	Lysosome-associated membrane glycoprotein, conserved site	3	0	0	2	5	2	1	2	2	1	0	0	1	1	2	0	0	0	0	3	3	0	1	2
IPR018136	Aconitase family, 4Fe-4S cluster binding site	593	894	1193	454	429	626	692	962	558	391	519	666	1102	623	369	1107	413	1254	1117	1221	802	685	395	978
IPR018143	Folate receptor-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
IPR018145	CagE, TrbE, VirB component of type IV transporter system, central domain	118	169	3431	92	515	211	146	180	120	449	200	151	495	128	145	3142	84	219	190	530	136	191	162	147
IPR018146	Glyoxalase I, conserved site	169	202	490	123	148	139	160	221	136	102	117	147	324	185	98	401	133	220	182	401	218	196	93	237
IPR018148	Methylglyoxal synthase, active site	21	42	200	20	46	33	16	40	19	31	35	19	33	31	20	187	19	118	88	35	52	26	21	33
IPR018149	Lysyl-tRNA synthetase, class II, C-terminal	1191	794	756	388	363	491	681	913	651	354	404	768	831	1337	430	673	333	767	678	1021	622	810	484	679
IPR018151	Transcription elongation factor, GreA/GreB, conserved site	588	498	485	213	233	349	414	566	392	217	302	431	505	695	253	419	226	376	316	664	340	485	297	368
IPR018152	Superoxide dismutase, copper/zinc, binding site	51	83	547	42	77	63	56	94	63	88	65	60	100	55	29	488	46	196	172	99	75	79	36	83
IPR018154	TLV/ENV coat polyprotein	1	1	20	3	3	35	3	1	4	2	26	2	6	2	7	19	2	4	3	8	18	5	9	22
IPR018155	Hyaluronidase	1	1	3	1	2	0	0	2	0	1	0	0	1	1	1	2	1	0	0	2	0	0	0	0
IPR018161	Wnt protein, conserved site	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
IPR018164	Alanyl-tRNA synthetase, class IIc, N-terminal	6709	5402	5072	2514	2487	3303	4697	5733	4016	2288	2985	4318	5940	7097	2697	4713	2293	4971	4725	6699	3959	5091	2947	4334
IPR018166	S-adenosylmethionine decarboxylase, conserved site	1	2	2	1	0	2	2	0	0	1	1	0	0	1	3	0	0	0	0	1	1	1	2	1
IPR018168	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site	56	115	203	77	67	83	84	125	73	39	79	81	98	55	38	244	69	394	347	144	130	84	39	126
IPR018170	Aldo/keto reductase, conserved site	147	103	158	121	130	142	170	157	142	134	155	156	218	157	113	144	97	154	138	268	187	153	121	177
IPR018171	Peptidyl-tRNA hydrolase, conserved site	713	505	465	238	231	383	483	532	368	234	336	461	538	712	279	427	215	470	442	583	408	517	336	452
IPR018176	Tryptophanase, conserved site	24	18	6	9	13	28	18	32	9	14	33	14	21	27	7	4	8	33	23	31	24	15	11	30
IPR018177	L-lactate dehydrogenase, active site	49	47	11	29	17	30	22	45	59	19	21	49	86	38	21	8	8	21	33	111	10	20	24	22
IPR018181	Heat shock protein 70, conserved site	2732	2338	2617	1083	1124	1431	1959	2486	1758	1001	1286	1929	2917	2896	1146	2335	1026	2159	2032	3395	1838	2256	1342	2130
IPR018184	Integrin alpha chain, C-terminal cytoplasmic region, conserved site	2	3	1	2	1	3	4	2	0	0	0	1	2	0	1	0	6	57	50	2	3	1	2	3
IPR018186	Transcription factor, T-box, conserved site	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0
IPR018187	Asp/Glu racemase, active site 1	277	208	126	112	130	184	173	254	158	141	155	149	236	257	129	110	104	236	217	233	231	195	128	249
IPR018188	Ribonuclease T2, His active site 1	12	16	17	6	19	13	11	21	46	5	10	60	31	6	18	13	10	137	96	28	20	11	5	25
IPR018189	Phosphoglucose isomerase, conserved site	281	373	908	199	245	326	284	393	296	217	226	340	692	310	159	802	218	648	557	798	428	334	176	445
IPR018191	4-oxalocrotonate tautomerase, Pseudomonas-type	1	19	8	10	4	10	8	12	3	8	7	13	16	10	6	6	5	13	11	25	20	11	6	20
IPR018192	Ribosomal protein S5, N-terminal, conserved site	152	150	171	63	66	77	122	173	115	71	76	99	129	152	58	150	83	212	180	180	102	114	68	164
IPR018193	Glycerate kinase, flavodoxin-like domain	217	494	112	286	155	233	434	552	278	148	216	346	356	261	162	94	270	284	238	385	469	435	155	482
IPR018194	Nickel-dependent hydrogenase, large subunit, nickel binding site	139	115	50	96	91	155	111	105	181	87	106	184	294	171	81	51	89	583	566	353	196	117	91	216
IPR018195	Transferrin family, iron binding site	0	0	0	1	0	2	0	1	0	2	3	0	3	1	3	0	1	2	0	1	1	0	1	0
IPR018197	Glycerate kinase, restriction-enzyme-like fold	134	266	52	171	94	149	210	286	201	89	123	208	197	147	93	42	165	132	134	224	249	228	128	293
IPR018198	ATP phosphoribosyltransferase, conserved site	67	152	245	86	72	114	79	152	83	78	85	110	215	73	67	219	57	228	169	237	125	114	65	164
IPR018199	Ribosomal protein S4e, N-terminal, conserved site	0	4	8	3	0	3	0	1	0	0	5	1	0	2	1	7	0	0	0	5	10	4	0	6
IPR018200	Ubiquitin specific protease, conserved site	24	99	64	59	35	39	110	66	41	30	33	50	92	21	29	50	51	69	63	115	223	103	36	235
IPR018201	Beta-ketoacyl synthase, active site	320	464	410	254	208	288	314	517	332	187	301	355	577	347	190	348	231	519	466	723	406	287	199	453
IPR018202	Serine carboxypeptidase, serine active site	9	21	12	18	8	10	37	32	14	19	5	14	31	8	3	19	24	21	18	42	57	33	13	77
IPR018203	GDP dissociation inhibitor	25	87	76	61	35	29	118	97	31	26	25	37	97	24	27	66	54	52	48	110	153	148	30	166
IPR018204	Tryptophan synthase, alpha chain, active site	100	166	258	98	95	119	122	183	126	78	107	138	225	139	65	225	80	280	281	235	158	156	86	180
IPR018206	Electron transfer flavoprotein subunit alpha, conserved site	66	129	407	69	81	87	89	162	65	55	74	90	191	77	35	297	52	214	179	291	136	94	40	166
IPR018207	Haem oxygenase conserved site	3	3	2	1	2	6	5	9	5	2	2	1	11	5	2	2	4	0	0	15	4	3	2	2
IPR018208	Glycoside hydrolase family 11, active site 1	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	3	1	1	0	3
IPR018209	Pyruvate kinase, active site	190	170	46	103	59	98	155	175	108	58	98	110	209	175	101	57	83	102	80	252	105	166	88	128
IPR018211	Alcohol dehydrogenase, iron-type, conserved site	132	229	88	201	81	159	131	242	127	80	142	144	245	154	99	75	176	444	380	258	292	127	79	332
IPR018212	Sodium/solute symporter, conserved site	86	105	236	89	94	76	90	122	79	68	65	58	263	78	48	197	70	297	240	328	144	86	64	152
IPR018214	Glutamyl-tRNA reductase, conserved site	68	142	217	53	46	60	91	139	73	38	70	101	167	89	46	157	55	196	194	200	101	90	45	101
IPR018215	ClpP, Ser active site	503	274	329	170	175	207	279	365	263	126	187	331	370	523	195	368	138	279	271	436	232	301	201	300
IPR018219	Thiol peroxidase conserved site	46	58	13	44	41	67	32	73	32	33	48	47	131	58	35	13	31	137	143	110	41	32	33	50
IPR018220	Adenylosuccinate synthase, GTP-binding site	221	254	344	117	133	172	165	290	217	148	180	216	321	250	101	313	103	288	291	352	245	185	125	269
IPR018221	Glycoside hydrolase family 9, His active site	2	2	0	2	1	1	2	2	1	5	1	0	4	0	1	0	4	2	2	6	5	3	0	3
IPR018223	Argininosuccinate synthase, conserved site	317	390	606	209	211	292	292	363	324	191	247	305	562	320	156	618	191	694	604	565	441	289	170	490
IPR018225	Transaldolase, active site	259	447	529	245	190	286	290	434	297	171	246	280	508	265	183	474	252	332	318	570	395	287	174	467
IPR018226	Barwin, conserved site	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR018227	Amino acid/polyamine transporter 2	68	244	151	278	62	150	284	263	105	46	132	125	128	69	121	136	263	131	108	154	231	322	115	249
IPR018228	Deoxyribonuclease, TatD-related, conserved site	483	464	730	271	240	281	406	503	361	214	245	414	727	514	186	622	232	741	736	830	429	455	244	492
IPR018229	Rhodopsin, retinal binding site	6	2	0	1	1	5	2	11	3	0	4	1	4	6	0	1	1	3	2	4	4	1	2	6
IPR018230	BUD31/G10-related, conserved site	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
IPR018232	Glycoside hydrolase, family 37, conserved site	40	36	10	15	72	26	22	33	9	80	34	15	33	36	13	6	18	13	8	26	37	32	26	52
IPR018234	GTP cyclohydrolase I, conserved site	228	411	156	274	271	328	263	433	207	242	320	233	363	229	440	144	259	283	264	446	308	353	509	332
IPR018236	SAICAR synthetase, conserved site	336	372	686	203	231	301	317	368	289	215	259	350	556	323	170	617	209	662	603	645	345	341	187	407
IPR018238	Glycoside hydrolase, family 14, conserved site	1	3	4	2	3	0	4	1	6	5	0	5	6	0	0	0	0	0	0	5	0	1	0	1
IPR018239	NAD-dependent DNA ligase, active site	143	133	153	69	66	88	106	176	114	48	88	122	157	165	78	137	62	154	133	216	127	127	56	155
IPR018240	Clathrin adaptor, mu subunit, conserved site	0	6	3	3	5	1	13	5	3	2	0	5	9	0	3	5	8	8	9	13	17	11	0	34
IPR018244	Allergen V5/Tpx-1-related, conserved site	28	42	81	24	20	19	26	48	18	10	19	8	36	31	12	71	19	183	180	49	45	17	28	55
IPR018245	Gonadotropin, beta subunit, conserved site	0	5	0	3	0	2	0	4	1	0	4	2	0	0	3	0	0	1	1	3	2	0	4	0
IPR018246	AP endonuclease 2, zinc binding site	147	169	38	117	73	73	103	159	72	64	57	80	125	150	69	45	97	93	92	133	103	113	97	124
IPR018247	EF-Hand 1, calcium-binding site	1957	2189	1829	1490	1555	1216	2092	2593	1403	1479	1072	1582	2373	2166	1207	1820	1429	1818	1679	2864	4490	2390	1301	5054
IPR018253	DnaJ domain, conserved site	671	562	426	320	280	349	509	667	405	228	270	449	565	665	278	370	259	432	356	664	436	662	354	525
IPR018254	Ribosomal protein L29, conserved site	112	162	205	97	112	154	134	165	112	77	116	129	148	122	71	223	102	144	116	166	213	135	60	205
IPR018255	Ribosomal protein L10e, conserved site	1	1	2	3	1	0	4	1	1	0	3	1	3	0	0	6	2	2	1	5	2	1	2	2
IPR018256	Ribosomal protein L13e, conserved site	3	6	7	4	2	4	7	3	3	1	1	1	14	2	0	5	5	2	2	7	8	12	5	9
IPR018257	Ribosomal protein L19, conserved site	247	281	278	158	110	156	207	279	205	100	114	205	301	272	82	270	118	255	228	373	245	238	113	227
IPR018258	Ribosomal protein L21, conserved site	111	159	128	69	81	111	126	142	92	62	107	93	142	129	60	120	71	150	147	144	122	146	67	162
IPR018259	Ribosomal protein L21e, conserved site	0	10	4	2	2	3	4	12	4	0	1	6	5	0	0	10	1	2	3	6	13	9	0	6
IPR018260	Ribosomal protein L22/L17, conserved site	225	149	207	62	61	68	122	162	103	52	70	125	137	201	66	181	70	153	147	162	129	136	88	138
IPR018261	Ribosomal protein L27, conserved site	451	367	337	178	145	206	285	410	266	147	180	318	406	533	191	303	157	327	274	445	224	330	205	302
IPR018263	Ribosomal protein L32e, conserved site	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	1	2	0	0	4
IPR018264	Ribosomal protein L33, conserved site	175	95	33	50	77	99	107	122	100	55	105	102	116	135	57	26	60	125	110	162	112	126	64	127
IPR018265	Ribosomal protein L35, conserved site	104	140	177	71	77	86	103	128	96	69	86	125	172	107	44	146	47	142	127	182	116	107	53	119
