IPR	description	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
IPR021348	Domiain of unknown function DUF2963	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0
IPR021350	Protein of unknown function DUF2968	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021351	Protein of unknown function DUF2969	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021352	Protein of unknown function DUF2971	8	35	2	0	0	0	0	1	6	3	10	0	3	8	41	27	2	1	9	9	0	9	18	5	2	6
IPR021354	Protein of unknown function DUF2975	18	9	19	1	0	0	0	0	27	3	35	0	0	1	4	11	2	0	18	34	0	22	6	29	2	4
IPR021356	Integrating conjugative element protein PFL4702	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
IPR021357	Protein of unknown function DUF2782	8	61	6	0	0	0	0	4	7	7	7	0	1	0	76	7	0	2	4	3	0	2	9	5	1	5
IPR021361	Protein of unknown function DUF2829	16	11	10	0	0	0	0	0	19	3	17	0	0	0	18	6	0	0	3	10	1	6	9	9	0	2
IPR021362	Protein of unknown function DUF2834	3	9	3	0	0	0	0	4	4	5	1	0	1	7	6	6	1	2	0	1	0	3	3	2	3	2
IPR021363	Protein of unknown function DUF2835	0	22	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	0	0	1	0	0	1	0	1	0
IPR021364	Protein of unknown function DUF2857	0	0	1	0	0	0	0	1	1	1	2	0	0	0	5	2	0	2	0	1	0	1	2	1	0	3
IPR021365	Protein of unknown function DUF2891	11	38	16	0	0	0	0	4	25	8	8	0	2	16	22	9	1	0	4	0	0	4	5	5	3	6
IPR021368	Type VII secretion system protein EccE	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
IPR021369	Protein of unknown function DUF2985	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021370	Protein of unknown function DUF2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR021372	Protein of unknown function DUF2989	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021373	Protein of unknown function DUF2993	1	2	0	0	0	0	0	1	0	1	0	0	0	0	2	1	1	2	0	0	0	0	1	0	1	2
IPR021375	Protein of unknown function DUF2997	12	17	9	0	0	0	1	4	15	2	6	0	1	1	23	8	1	6	3	5	0	7	8	4	2	6
IPR021377	Protein of unknown function DUF3006	7	1	2	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2
IPR021378	Protein of unknown function DUF3010	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IPR021379	Protein of unknown function DUF3012	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0
IPR021381	Protein of unknown function DUF3011	0	2	1	0	0	0	0	2	4	2	2	0	0	1	1	1	0	1	1	2	0	1	0	1	0	2
IPR021382	Protein of unknown function DUF3014	10	28	7	0	0	0	0	1	11	2	15	0	0	5	24	6	1	0	1	5	0	2	3	6	1	1
IPR021383	Protein of unknown function DUF3015	17	109	14	2	1	1	0	4	24	7	35	7	4	8	82	20	0	3	14	20	0	10	17	15	1	4
IPR021384	Mediator complex, subunit Med21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021385	Protein of unknown function DUF3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021388	Bacteriophage 933W, L0084	3	1	2	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	2	0	0	2	0	3	0	1
IPR021390	Protein of unknown function DUF3025	14	104	14	0	0	0	0	106	23	235	34	1	10	44	167	12	1	3	6	7	0	8	11	6	3	7
IPR021391	Protein of unknown function DUF3027	2	3	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0
IPR021393	Protein of unknown function DUF3034	5	47	3	0	0	0	0	245	3	412	2	0	33	77	58	10	3	10	0	1	0	1	11	0	4	16
IPR021395	Protein of unknown function DUF3035	7	22	8	0	1	0	0	2	7	3	7	1	8	7	23	18	2	2	6	8	0	4	13	5	1	13
IPR021398	Protein of unknown function DUF3037	7	0	2	0	0	0	0	4	1	3	3	0	0	2	2	1	0	0	5	1	0	5	0	1	1	3
IPR021400	Protein of unknown function DUF3039	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
IPR021401	Protein of unknown function DUF3040	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
IPR021402	Protein of unknown function DUF3042	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021403	Protein of unknown function DUF3043	1	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR021407	Protein of unknown function DUF2544	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021408	Protein of unknown function DUF3046	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021409	Protein of unknown function DUF3047	70	290	60	0	1	1	0	129	71	259	65	1	10	43	249	33	4	6	21	17	0	24	37	22	6	16
IPR021412	Protein of unknown function DUF3052	1	1	0	0	0	0	0	0	1	1	2	0	2	0	4	3	1	1	4	4	0	6	2	3	1	1
IPR021413	Protein of unknown function DUF3053	0	2	0	0	0	0	0	0	0	0	0	0	0	5	4	0	1	0	0	0	1	0	1	0	1	1
IPR021414	Protein of unknown function DUF3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
IPR021416	Protein of unknown function DUF3048, N-terminal	29	4	27	0	0	0	0	9	48	12	67	1	0	0	2	2	0	0	11	14	0	13	1	6	0	10
IPR021417	Protein of unknown function DUF3060	1	4	0	0	0	0	0	2	1	9	0	0	1	0	3	0	1	2	1	1	0	3	0	1	1	4
IPR021418	THO complex, subunitTHOC2, C-terminal	2	1	0	0	0	0	0	0	0	2	1	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0
IPR021419	Mediator complex, subunit Med25, von Willebrand factor type A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR021421	Protein of unknown function DUF3071	0	2	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
IPR021424	Porin PorA	0	1	0	0	0	1	0	0	0	2	0	0	0	0	2	1	0	0	1	1	0	0	0	1	1	2
IPR021425	Protein of unknown function DUF3072	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	1	0
IPR021426	Protein of unknown function DUF3073	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
IPR021427	Protein of unknown function DUF3077	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021428	Protein of unknown function DUF3078	7	1	2	3	0	0	0	0	2	6	2	0	0	0	1	0	0	0	3	1	1	1	0	3	0	3
IPR021430	Protein of unknown function DUF3079	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021431	Protein of unknown function DUF3080	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR021435	Protein of unknown function DUF3084	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021436	Protein of unknown function DUF3085	0	4	0	0	0	0	0	0	3	2	0	0	0	3	2	3	0	0	0	0	1	2	2	0	1	1
IPR021438	Protein of unknown function DUF3087	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR021439	Protein of unknown function DUF3088	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
IPR021440	Protein of unknown function DUF3089	7	30	8	0	0	0	1	15	9	30	8	0	35	78	25	10	5	2	4	2	0	2	7	1	4	8
IPR021441	Protein of unknown function DUF3090	5	1	3	0	0	0	0	4	0	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1
IPR021443	Protein of unknown function DUF3093	0	2	0	0	0	0	0	0	1	3	0	0	1	0	1	0	0	1	1	0	0	2	0	1	0	1
IPR021444	Protein of unknown function DUF3094	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR021445	Protein of unknown function DUF3095	21	35	18	1	1	1	0	10	10	23	29	0	53	102	40	9	1	1	6	9	0	9	8	2	1	7
IPR021446	Protein of unknown function DUF3096	13	4	8	0	0	0	1	1	15	2	4	3	0	0	4	2	0	0	8	6	0	6	5	3	1	2
IPR021447	Protein of unknown function DUF3097	0	4	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021448	Protein of unknown function DUF3098	3	3	1	0	1	0	0	1	5	4	3	0	0	1	1	1	0	0	5	1	1	1	0	4	0	2
IPR021449	Protein of unknown function DUF3099	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
IPR021450	Protein of unknown function DUF3100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR021451	Protein of unknown function DUF3102	3	2	2	0	0	0	0	0	3	0	3	0	1	0	0	3	1	0	1	3	0	1	3	2	0	0
IPR021454	Protein of unknown function DUF3105	36	5	33	0	0	0	0	5	34	6	35	0	0	0	0	0	0	0	12	14	0	18	0	18	0	14
IPR021455	Protein of unknown function DUF3106	19	99	20	1	0	0	0	96	29	129	27	2	11	44	109	20	1	2	9	13	0	11	20	9	5	5
IPR021456	Protein of unknown function DUF3107	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2
IPR021457	Protein of unknown function DUF3108	84	104	70	1	1	1	0	21	104	56	85	0	10	37	137	49	7	9	45	31	1	42	34	36	13	34
IPR021458	Protein of unknown function DUF3109	9	3	2	0	2	1	0	1	10	10	6	2	0	0	4	0	0	0	7	0	0	3	0	5	1	4
IPR021459	Glycosyl hydrolases related to GH101 family, GHL1-GHL3	1	0	1	0	0	0	0	6	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
IPR021462	Protein of unknown function DUF3114	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021463	Putative SAM-dependent methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IPR021465	Protein of unknown function DUF3117	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021466	Putative rhamnosyl transferase	2	2	2	0	0	0	0	0	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021468	Protein of unknown function DUF3120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021471	Protein of unknown function DUF3124	4	2	2	0	1	0	0	0	7	3	3	0	6	13	2	2	1	0	3	3	0	2	1	1	1	2
IPR021473	Protein of unknown function DUF3126	5	11	12	0	0	0	0	2	3	12	3	0	46	36	10	9	5	1	8	1	0	4	7	1	3	9
IPR021474	Protein of unknown function DUF3127	11	6	4	0	1	1	0	0	8	2	6	0	0	2	8	1	0	0	5	1	0	1	2	5	0	5
IPR021475	Protein of unknown function DUF3128	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021477	Type VII secretion effector, SACOL2603 family	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021478	Protein of unknown function DUF3131	10	3	6	2	1	0	0	0	10	2	8	0	0	0	8	1	0	0	1	5	4	3	1	5	0	1
IPR021480	Probable zinc-ribbon domain, plant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR021482	Protein of unknown function DUF3135	3	29	0	0	0	0	0	1	4	1	3	1	0	0	59	4	0	0	2	1	0	1	4	3	0	1
IPR021484	Protein of unknown function DUF3137	2	6	4	0	0	0	0	0	6	5	8	0	0	1	3	4	0	0	1	5	0	3	1	2	0	3
IPR021485	Protein of unknown function DUF3138	6	2	2	0	0	0	0	0	1	1	3	1	0	0	4	1	0	0	2	2	0	3	0	2	2	4
IPR021487	Protein of unknown function DUF3140	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1
IPR021488	Protein of unknown function DUF3142	1	2	1	0	0	0	0	1	0	3	4	0	1	4	1	3	1	0	1	0	0	0	1	0	3	2
IPR021490	Protein of unknown function DUF3144	0	1	0	0	0	0	0	1	0	1	0	0	13	10	1	1	1	1	0	1	0	1	1	1	1	1
IPR021491	Protein of unknown function DUF3145	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IPR021493	Protein of unknown function DUF3147	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR021494	Protein of unknown function DUF3149	1	2	1	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	1	0	1	2	1	0	0
IPR021495	Protein of unknown function DUF3148	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
IPR021496	Protein of unknown function DUF3150	6	2	7	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	1	3	0	4	0	4	0	1
IPR021497	Holin of 3TMs, for gene-transfer release	20	25	40	0	0	0	0	19	24	22	39	0	25	46	23	15	1	2	13	21	0	19	16	16	2	11
IPR021499	Protein of unknown function DUF3153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021500	Protein of unknown function DUF3156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021501	Protein of unknown function DUF3157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021502	Protein of unknown function DUF3158	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021503	Protein of unknown function DUF3110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021505	Bacteriophage B3, Orf6	0	34	3	0	0	0	0	3	0	2	1	0	1	1	26	6	0	0	0	0	0	0	8	0	3	2
IPR021506	Protein of unknown function DUF3165	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021508	Tail completion protein	30	56	16	0	0	0	1	7	17	24	28	0	31	31	48	34	5	3	24	28	2	27	27	14	5	14
IPR021513	Ralstonia phage RSL1, Orf186	1	3	0	0	0	0	0	0	2	1	3	0	0	0	1	2	0	0	0	0	0	1	2	3	0	0
IPR021516	Protein of unknown function DUF3179	31	206	26	2	0	0	1	7	32	26	30	0	7	9	85	16	1	2	10	7	0	13	10	4	4	10
IPR021517	Protein of unknown function DUF3180	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021519	Protein of unknown function DUF3182	1	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
IPR021520	Stealth protein CR2, conserved region 2	1	8	6	0	0	0	0	0	1	3	5	0	5	1	7	2	3	0	2	0	0	1	2	0	2	4
IPR021521	Protein of unknown function DUF3185	13	11	8	0	1	0	0	1	4	3	13	0	1	0	5	2	0	0	6	6	0	4	1	6	0	3
IPR021522	Copper transporter MctB	0	1	0	0	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
IPR021523	Protein of unknown function DUF3187	6	1	2	0	0	0	0	0	5	4	1	0	0	2	3	2	1	1	3	1	0	4	4	5	2	0
IPR021524	Protein of unknown function DUF3188	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021527	Protein of unknown function DUF2795	7	2	2	0	2	0	0	0	4	1	9	0	0	0	2	2	0	0	5	2	0	3	2	3	0	1
IPR021528	Phagosome trafficking protein DotA	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR021529	Protein of unknown function DUF2798	2	27	3	0	0	0	0	1	4	3	6	0	17	33	27	17	6	1	1	2	0	1	16	2	9	7
IPR021530	Protein of unknown function DUF2877	11	7	4	0	0	0	0	0	5	0	5	0	0	0	13	2	0	0	3	1	0	3	2	1	2	0
IPR021531	Protein of unknown function DUF2875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR021533	Putative beta-lactamase-inhibitor-like, PepSY-like	1	5	4	0	0	1	0	0	1	0	2	0	0	0	17	2	0	0	1	0	1	0	3	4	0	2
IPR021534	Protein of unknown function DUF3192	3	1	3	0	0	0	0	0	1	1	2	0	0	0	2	1	0	0	2	4	0	3	1	3	0	1
IPR021536	DNA ligase IV domain	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
IPR021538	Syntaxin-5, N-terminal, Sly1p-binding domain	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021548	Protein of unknown function DUF2895	0	2	6	1	0	0	0	0	2	5	6	1	0	0	3	0	0	0	0	0	1	1	0	2	0	4
IPR021549	Protein of unknown function DUF2894	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	2	0	0	1	0	0	1	0	1	0	0
IPR021550	Protein of unknown function DUF2897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR021552	Putative, 10TM heavy-metal exporter	1	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2
IPR021553	Protein of unknwon function DUF3008	10	1	6	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0	0	3	0	3	0	5	0	1
IPR021555	Protein of unknown function DUF3000	0	1	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR021556	Protein of unknown function DUF2950	18	31	19	1	0	1	0	2	18	9	16	0	0	0	40	3	0	2	4	1	1	4	4	2	0	1
IPR021557	Protein of unknown function DUF3016	1	0	0	0	0	0	0	0	0	1	2	0	0	3	2	0	0	0	0	0	0	1	0	0	1	0
IPR021558	Antitoxin MazE-like	2	40	10	0	1	0	0	2	4	5	10	0	14	9	37	11	2	2	8	3	0	7	13	3	3	10
IPR021560	Protein of unknown function DUF3021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR021561	Transcriptional regulator, AbiEi 3 antitoxin, Type IV TA system	7	67	14	1	0	0	0	2	20	7	8	0	3	7	44	8	2	0	0	1	1	3	10	3	2	4
IPR021568	Ribonuclease III,  archaeal	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021569	TUG ubiquitin-like domain	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR021570	LamB-type porin N-terminal domain	2	3	0	1	1	0	0	0	1	0	3	0	0	0	1	0	0	0	3	0	4	0	0	1	0	0
IPR021577	Protein of unknown function DUF3209	3	17	2	0	0	0	0	0	4	0	1	0	0	0	17	3	0	0	1	1	0	1	3	1	0	0
IPR021580	Restriction endonuclease, type II SfiI	2	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0
IPR021583	Protein of unknown function DUF3213	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021586	Transcription regulator TrmB, C-terminal	1	0	2	0	0	0	0	0	6	2	9	0	0	0	2	0	0	1	6	1	0	3	0	2	0	2
IPR021593	Protein of unknown function DUF3218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021598	Protein of unknown function DUF3221	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021600	Transcription factor TFIIE alpha subunit, C-terminal	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR021601	Phosphatidylinositol 4-kinase, Pik1, fungi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
IPR021604	Copper resistance protein K	2	10	4	1	0	0	0	1	3	2	2	4	0	1	15	6	0	0	1	1	0	1	6	0	0	1
IPR021607	Protein of unknown function DUF3224	5	18	5	0	0	0	0	2	3	2	2	0	0	7	10	4	0	1	2	2	0	1	3	1	4	3
IPR021609	Nitrosopumilus output domain 5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021610	Protein of unknown function DUF3228	1	1	0	0	0	0	0	2	0	0	0	0	2	8	1	0	0	1	0	1	0	1	0	0	2	2
IPR021611	Spindle pole body component Spc42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021615	Outer membrane protein Omp28	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	3	0	2	0	4
IPR021618	Protein of unknown function DUF3232	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
IPR021624	Single-strand annealing weakened protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR021625	PI31 proteasome regulator,  N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR021627	Mediator complex, subunit Med27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021629	Mediator complex, subunit Med23	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	2	0
IPR021630	Domain of unknown function DUF3235	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021631	Protein of unknown function DUF3238	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0
IPR021632	Protein of unknown function DUF3239	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
IPR021634	Protein of unknown function DUF3240	4	33	3	0	0	0	0	0	7	7	8	0	1	2	39	10	1	0	3	5	0	1	5	5	3	4
IPR021638	Protein of unknown function DUF3244	1	5	1	0	0	0	0	0	3	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1
IPR021643	Mediator complex, subunit Med13, N-terminal, metazoa/fungi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR021645	Shal-type voltage-gated potassium channels, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021647	Copper binding periplasmic protein CusF	41	214	40	2	1	6	7	84	42	158	39	7	62	81	237	81	11	13	40	22	3	39	69	22	21	32
IPR021655	Putative metal-binding motif	389	61	216	0	25	0	10	20	170	28	140	6	1	1	81	0	1	3	277	24	0	80	3	16	0	5
IPR021656	RPGR-interacting protein 1, first C2 domain	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR021658	Domain of unknown function DUF3251	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
IPR021660	Protein of unknown function DUF3253	0	0	0	0	0	0	0	81	0	87	1	0	21	34	4	2	2	2	0	0	0	0	1	0	3	6
IPR021667	REDY-like protein HapK	0	1	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	0	0	0	0	0	3	0	0	2
IPR021671	PD(D/E)XK endonuclease	15	26	15	0	1	0	0	3	36	8	26	0	0	0	13	1	0	0	9	6	0	9	1	7	0	7
IPR021674	Bacteriophage T4, Gp14, neck protein	3	30	5	0	0	0	0	0	5	1	4	0	0	0	17	6	0	1	2	1	0	1	5	3	0	1
IPR021675	Protein of unknown function DUF3261	8	3	2	0	0	0	0	0	1	4	3	0	0	0	1	1	0	1	4	1	0	0	1	2	1	4
IPR021676	Protein of unknown function DUF3262	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0
IPR021677	Protein of unknown function DUF2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR021678	Protein of unknown function DUF3263	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IPR021679	Toxin endonuclease, YhaV	7	11	13	0	0	0	0	2	5	15	10	0	2	2	6	5	2	2	4	1	0	3	5	1	3	9
IPR021682	Protein of unknown function DUF2933	21	21	28	0	0	0	1	5	26	15	20	1	13	10	28	28	2	2	25	18	2	20	28	20	3	17
IPR021683	Putative zincin peptidase	0	1	1	0	0	0	0	1	4	0	4	0	0	0	0	0	0	1	2	0	0	0	0	3	0	1
IPR021686	Protein of unkown function DUF3268	12	6	7	0	0	0	0	2	9	1	16	0	0	0	9	4	0	1	6	10	0	8	6	6	0	5
IPR021692	Protein of unknown function DUF3274	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
IPR021693	Protein of unknown function DUF3275	0	0	0	1	1	0	0	0	3	0	3	0	0	0	1	0	0	0	0	2	2	0	0	3	0	4
IPR021694	Protein of unknown function DUF3276	4	0	1	1	0	1	0	1	6	9	2	0	0	0	1	0	0	0	2	0	1	3	0	2	0	5
IPR021695	Bacteriophage rv5, Orf52	3	14	1	0	0	0	0	0	3	1	2	1	1	0	24	6	0	0	0	1	0	1	5	0	0	1
IPR021696	Protein of unknown function DUF3279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021698	Protein of unknown function DUF2380	5	14	0	0	0	0	0	6	1	11	9	0	47	26	16	6	2	2	3	3	0	2	4	2	3	8
IPR021701	Protein of unknown function DUF3284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021708	Domain of unknown function DUF3291	6	8	3	0	0	1	0	3	2	23	5	0	31	57	8	4	1	1	2	2	0	0	5	2	3	1
